0,1,2,3,4
0.11044046749280186,0.09256109626250089,0.13759570926202025,0.25263042685650927,0.4067723001261676
0.1711671297213096,0.27322028429251705,0.1840371719714976,0.20163797799887276,0.16993743601580313
0.31933870707185524,0.32152584716481414,0.3197524959908253,0.03308021819107787,0.006302731581427537
0.2839657940162036,0.2979252724347429,0.29139131399712864,0.027168398693031195,0.09954922085889371
0.1898050107063316,0.168136503692308,0.15879594523734136,0.2936160938392249,0.18964644652479473
0.1721372771864016,0.18047026641208666,0.17791644917529942,0.2675751768849045,0.2019008303413076
0.2515133597178447,0.18159772733682086,0.17444511802109827,0.09488028355762246,0.29756351136661396
0.28012459297187325,0.2643433026131322,0.1937841321780585,0.03857836997490508,0.22316960226203078
0.2138996803229931,0.21685203609072984,0.21434740803960425,0.16205300106105014,0.19284787448562263
0.29922116452620273,0.30341153229370377,0.30194945489591263,0.060975841637929844,0.03444200664625098
0.15244666742174992,0.126097422286206,0.2161827983637077,0.45665096476143885,0.04862214716689746
0.12165612373399447,0.11220438960793667,0.11428268810665165,0.08658695671945148,0.5652698418319659
0.31524074679471964,0.3188197823029562,0.3070264825691587,0.010988932372285997,0.04792405596087961
0.1727921335955305,0.18260414624546412,0.2161007880942168,0.3813980406513637,0.04710489141342535
0.3173691703866706,0.30810533064343215,0.3145844124238125,0.03540765990221041,0.02453342664387435
0.3066301817085282,0.307989945611136,0.3131845965274169,0.03732335323893266,0.03487192291398636
0.21144816081787784,0.2384014708815571,0.17249961830774582,0.05058917235657622,0.327061577636243
0.2209120700752502,0.25315943805567953,0.20245907055705992,0.3042872321562361,0.01918218915577409
0.24155969001271183,0.2262221643669216,0.23782237365278552,0.12849142116558918,0.16590435080199187
0.092622815549103,0.08550814217118567,0.09315787917788272,0.5827315548740576,0.14597960822777123
0.28501294588589776,0.3006544596973513,0.3045507538683731,0.04250084627303103,0.06728099427534692
0.3175114156456465,0.3115152159456916,0.3080649200148266,0.03537192405140732,0.027536524342427857
0.21504523449581017,0.20678258288575632,0.2465980344174037,0.2530221493020552,0.07855199889897464
0.28613635298715495,0.2969784431494396,0.2826958173255254,0.10087659795053171,0.03331278858734839
0.25059649556465496,0.25699391870882193,0.19237030585300313,0.22807243239089084,0.0719668474826289
0.3131277578226988,0.31224988725008707,0.31604482693149966,0.0364688592423156,0.022108668753398952
0.26695360116148764,0.28721024101287845,0.2728575123183274,0.025424515211022736,0.14755413029628406
0.3041869281702981,0.30303802463734425,0.31353521064058953,0.05930430466284119,0.019935531888926827
0.3075810378049307,0.32551718646845945,0.32863397380400355,0.00880237426633832,0.029465427656268108
0.2914855398484047,0.2673138607138675,0.3006221519826468,0.04150902409816795,0.09906942335691288
0.24213553975685406,0.26171737157133856,0.27353592635989094,0.029276694122747044,0.1933344681891698
0.28223783576157474,0.30398408385139897,0.2714143683041156,0.12671927245183048,0.01564443963108048
0.2722262272865144,0.2701468250655781,0.2811471168678446,0.14799086404550582,0.028488966734557086
0.31248540029709354,0.3178758555680035,0.31830614798474266,0.03706972140095696,0.014262874749203253
0.21336662463921702,0.1958855016986446,0.2474376519250655,0.02254580717328565,0.32076441456378735
0.2549845403329459,0.25419268341442025,0.2830938490178528,0.14264810325390484,0.0650808239808764
0.342599634751898,0.3173810567842024,0.3212694259835511,0.016479282097896352,0.0022706003824520945
0.20063173811802076,0.1849068839313081,0.15990336039854425,0.28301018539454575,0.1715478321575809
0.31089328171566194,0.322710405140294,0.31647996748135265,0.01106020773262262,0.03885613793006855
0.32742908541356475,0.3145416251554331,0.3150235578855037,0.02623498763986486,0.016770743905633254
0.29162040113318755,0.2972092187384181,0.26826607074333114,0.07702702756732838,0.06587728181773521
0.170996650584898,0.163471530012862,0.1239896598553743,0.5052864997950198,0.036255659751845755
0.25219493423119194,0.22063432294564678,0.21613432807526034,0.24118091769683142,0.06985549705106972
0.21553850167297106,0.18975761510777525,0.19015498909528847,0.3892587645367922,0.015290129587173112
0.26348481076821556,0.286968466887603,0.22513172966270653,0.0642005412188867,0.16021445146258817
